clip_id,audio_path,transcript,duration_seconds,rms_mean,rms_std,f0_mean,f0_std,zcr_mean,spectral_centroid_mean,tempo_proxy,transcript_char_len,transcript_word_count,urgency_count,money_count,secrecy_count,pressure_count,id_avoidance_count,otp_pin_count,decision
clip_0226,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0226.wav,If you look at the agriculture sector of Sri Lanka where 2.2 million people are engaged.,5.0,0.035216,0.023817,178.58,31.92,0.172205,1868.8,110.29,88,16,0,0,0,0,0,0,PROCEED
clip_0227,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0227.wav,I was Export-oriented Florida,5.0,0.035987,0.033021,1103.74,94.13,0.279754,2600.59,98.68,29,4,0,0,0,0,0,0,PROCEED
clip_0228,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0228.wav,"was established during the year 1980-81 period. Since then,",5.0,0.037642,0.019216,190.42,0.0,0.315996,2739.17,133.93,59,9,0,0,0,0,0,0,PROCEED
clip_0229,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0229.wav,"major export companies, including a few foreign investors.",5.0,0.0314,0.017284,188.45,5.81,0.302896,2649.62,144.23,58,8,0,0,0,0,0,0,PROCEED
clip_0230,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0230.wav,"The medical sector employs over 5,000 people and more than 10,000 families.",5.0,0.059788,0.032048,210.28,20.48,0.275957,2500.66,133.93,75,12,0,0,0,0,0,0,PROCEED
clip_0231,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0231.wav,in the semi-urban and rural areas are indirectly involved in exports.,5.0,0.055788,0.032697,185.44,9.67,0.286167,2614.48,104.17,69,11,0,0,0,0,0,0,PROCEED
clip_0232,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0232.wav,as outgrowers to the existing companies. This is one of the few agricultural...,5.0,0.057577,0.039917,964.36,699.39,0.294384,2618.5,144.23,79,13,0,0,0,0,0,0,PROCEED
clip_0233,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0233.wav,based industries that employs people throughout the year at the rate of five to,5.0,0.053479,0.026895,186.55,9.67,0.313442,2676.64,104.17,79,14,0,0,0,0,0,0,PROCEED
clip_0234,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0234.wav,7 workers per acre. The net foreign exchange earning capacity of the sector is,5.0,0.047777,0.027474,0.0,0.0,0.305823,2677.64,144.23,78,14,0,0,0,0,0,0,PROCEED
clip_0235,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0235.wav,"is around 85% to 90%. In year 2008, Sri Lanka...",5.0,0.055672,0.034512,219.69,1.65,0.301941,2673.04,110.29,48,10,0,0,0,0,0,0,PROCEED
clip_0236,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0236.wav,America has earned US dollar 14.52 million worth of foreign exchange.,5.0,0.061675,0.036834,950.79,44.47,0.262683,2431.47,110.29,69,11,0,0,0,0,0,0,PROCEED
clip_0237,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0237.wav,by exporting floriculture products and in year 2010,5.0,0.05913,0.033115,234.45,7.8,0.300592,2648.12,125.0,51,8,0,0,0,0,0,0,PROCEED
clip_0238,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0238.wav,there was a drop in exports to US dollar 11.5 million due to the,5.0,0.055759,0.032137,206.54,2.93,0.278205,2543.57,156.25,64,14,0,0,0,0,0,0,PROCEED
clip_0239,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0239.wav,The exports have slightly recovered during the year 2011.,5.0,0.06725,0.0401,215.23,35.25,0.301556,2645.44,144.23,57,9,0,0,0,0,0,0,PROCEED
clip_0240,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0240.wav,availability of cultivation technology to finish products according to international standards.,5.0,0.062815,0.038976,240.8,30.33,0.283866,2560.54,144.23,95,11,0,0,0,0,0,0,PROCEED
clip_0241,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0241.wav,Sri Lanka has skilled labor for this industry and has an advantage of having,5.0,0.075463,0.04357,222.28,7.58,0.285996,2579.01,133.93,76,14,0,0,0,0,0,0,PROCEED
clip_0242,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0242.wav,cocopeat as the growing media. There has been an application of a good,5.0,0.064942,0.043943,802.18,401.09,0.291454,2516.61,125.0,70,13,0,0,0,0,0,0,PROCEED
clip_0243,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0243.wav,"agriculture practices to protect the environment, safeguard workers and sustain",5.0,0.065332,0.040909,207.51,25.71,0.281947,2480.04,110.29,79,10,0,0,0,0,0,0,PROCEED
clip_0244,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0244.wav,use of natural resources in Sri Lanka.,5.0,0.057967,0.041239,253.1,22.34,0.275807,2520.49,117.19,38,7,0,0,0,0,0,0,PROCEED
clip_0245,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0245.wav,"aquarium plants, landscaping plants and tissue cultured plants.",5.0,0.060181,0.05012,1135.17,78.07,0.28338,2524.14,98.68,63,8,0,0,0,0,0,0,PROCEED
clip_0246,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0246.wav,The major varieties of ink temperate cut flowers include carnation,5.0,0.065807,0.051798,200.72,0.38,0.258923,2388.95,104.17,66,10,0,0,0,0,0,0,PROCEED
clip_0247,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0247.wav,"and rose, that is gypsodia, astronella, chrysanthemum.",5.0,0.070622,0.053468,598.1,462.09,0.297752,2603.66,98.68,54,7,0,0,0,0,0,0,PROCEED
clip_0248,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0248.wav,"Among them, carnations and roses are grown mainly for export.",5.0,0.069894,0.04286,0.0,0.0,0.282559,2487.04,156.25,61,10,0,0,0,0,0,0,PROCEED
clip_0249,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0249.wav,in the highlands of the central province of Sri Lanka. Anthurium and Orchids are the,5.0,0.070514,0.045714,228.48,35.41,0.277397,2442.3,98.68,84,15,0,0,0,0,0,0,PROCEED
clip_0250,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0250.wav,"as well as for the local market. All major exporters are producer, expo...",5.0,0.064381,0.039688,226.62,20.32,0.275671,2449.02,156.25,74,13,0,0,0,0,0,0,PROCEED
clip_0251,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0251.wav,operators operate in their own nurseries. Collector supply is playing a major role in,5.0,0.067979,0.03672,212.77,2.81,0.277449,2475.68,144.23,85,14,0,0,0,0,0,0,PROCEED
clip_0252,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0252.wav,decorative foliage export sector. The major production regions under this category,5.0,0.060529,0.033961,0.0,0.0,0.2903,2519.87,125.0,82,11,0,0,0,0,0,0,PROCEED
clip_0253,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0253.wav,"Western province, Kampaha, Kalu Thera, and Kalambu district. Northwestern...",5.0,0.070036,0.04046,1025.47,81.58,0.245929,2306.46,170.45,76,9,0,0,0,0,0,0,PROCEED
clip_0254,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0254.wav,"province, Kurnagala, Puttalam district, Central province, Kandy, Kerala.",5.0,0.053764,0.043237,193.5,1.56,0.288434,2559.94,133.93,72,8,0,0,0,0,0,0,PROCEED
clip_0255,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0255.wav,"Goal, Marthalai, Nuralia and Bandaravilla, Sri Lanka exported, US dollar.",5.0,0.080291,0.045748,826.17,405.09,0.257231,2364.91,110.29,73,10,0,0,0,0,0,0,PROCEED
clip_0257,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0257.wav,11.7 million worth of floriculture products in 2010 they export,5.0,0.049194,0.028254,212.97,22.67,0.264692,2391.18,133.93,63,10,0,0,0,0,0,0,PROCEED
clip_0258,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0258.wav,showed a growth of 3% from 2006 to 2010.,5.0,0.040603,0.02399,187.65,2.33,0.277505,2496.45,110.29,40,9,0,0,0,0,0,0,PROCEED
clip_0259,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0259.wav,"are ranked at 52 in 2010, holds a market share of 0.2%.",5.0,0.057114,0.041312,199.94,8.63,0.266857,2414.24,144.23,55,12,0,0,0,0,0,0,PROCEED
clip_0260,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0260.wav,1.1% in the total world exports. Sri Lankan producers follow us.,5.0,0.043001,0.027933,243.02,26.39,0.27521,2475.48,133.93,64,11,0,0,0,0,0,0,PROCEED
clip_0261,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0261.wav,most stringent quality standards to certification by world renowned,5.0,0.066944,0.043302,186.67,7.72,0.274268,2474.14,117.19,67,9,0,0,0,0,0,0,PROCEED
clip_0262,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0262.wav,agencies as well as SLSI like Sanctuary and FibroSanctuary,5.0,0.059578,0.042479,219.16,18.25,0.294623,2589.31,125.0,58,9,0,0,0,0,0,0,PROCEED
clip_0263,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0263.wav,"regulation under WTU, current and standard stipulated by the importing",5.0,0.062096,0.037656,227.77,22.42,0.275145,2479.47,98.68,70,10,0,0,0,0,0,0,PROCEED
clip_0264,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0264.wav,"countries and private quality levelling system, Global Gap, MPS, MPS, MPS, MPS, MPS, MPS,",5.0,0.048248,0.041,185.98,2.27,0.273699,2514.51,156.25,89,14,0,0,0,0,0,0,PROCEED
clip_0265,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0265.wav,FFP. International buyers of floriculture can count on support from EDB for the,5.0,0.066374,0.039784,209.38,12.7,0.287576,2482.66,133.93,79,13,0,0,0,0,0,0,PROCEED
clip_0267,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0267.wav,provision of any information on Sri Lankan suppliers as well as any other kind of measurement.,5.0,0.068111,0.031408,200.46,21.13,0.281035,2472.71,93.75,94,16,0,0,0,0,0,0,PROCEED
clip_0268,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0268.wav,international trade fairs and can always reach us at www.,4.231,0.060472,0.038493,0.0,0.0,0.275057,2489.44,110.29,57,10,0,0,0,0,0,0,PROCEED
clip_0269,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0269.wav,"And it has shown a remarkable growth. Today, the industry is comprised of about 40,000",5.0,0.047928,0.029922,203.67,7.97,0.272847,2465.77,125.0,86,15,1,0,0,0,0,0,PROCEED
clip_0270,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0270.wav,climatic variation and diverse topography of Sri Lanka.,5.0,0.069736,0.05142,836.3,409.55,0.290487,2625.06,93.75,55,8,0,0,0,0,0,0,PROCEED
clip_0271,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0271.wav,enables the farmers to cultivate a range of trade-offs from tropical to temperate.,5.0,0.073153,0.043087,211.0,19.51,0.257725,2375.59,117.19,82,13,0,0,0,0,0,0,PROCEED
clip_0272,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0272.wav,standards to also available with the large producer and exporter.,5.0,0.061216,0.039485,0.0,0.0,0.281026,2549.29,110.29,65,10,0,0,0,0,0,0,PROCEED
clip_0273,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0273.wav,"assortment consists of ornamental foliage plants, cut decorative leaves, cut flowers,",5.0,0.068682,0.045701,558.78,405.98,0.262254,2381.04,133.93,85,11,0,0,0,0,0,0,PROCEED
clip_0274,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0274.wav,most popular tropical cut flowers which are being grown commercial for export.,5.0,0.067445,0.039688,203.56,9.1,0.2552,2315.31,133.93,78,12,0,0,0,0,0,0,PROCEED
clip_0275,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0275.wav,making all logistical support. You are kindly to find us at the Sri Lankan Pavilion of the,5.0,0.071288,0.040512,384.33,322.68,0.263025,2336.97,117.19,90,17,0,0,0,0,0,0,PROCEED
clip_0276,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0276.wav,sector and the climate impact. Since ours is a small country.,5.0,0.026403,0.026762,201.65,5.24,0.205066,2068.19,156.25,61,11,0,0,0,0,0,0,PROCEED
clip_0277,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0277.wav,A slight change in the environment will have significant impact on the environment.,5.0,0.024309,0.026367,159.35,12.58,0.220302,2143.45,110.29,83,13,0,0,0,0,0,0,PROCEED
clip_0278,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0278.wav,"on the ground in topography and climate. Then, as explained earlier, our agriculture...",5.0,0.027937,0.022536,977.14,60.51,0.19869,1925.83,133.93,87,13,0,0,0,0,0,0,PROCEED
clip_0279,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0279.wav,"which is predominantly substance, subsistence and whole.",5.0,0.022744,0.027863,149.65,6.07,0.218806,2160.14,133.93,56,7,0,0,0,0,0,0,PROCEED
clip_0280,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0280.wav,crop farming systems. Even now we have shifting agriculture that is a generous system.,5.0,0.026482,0.027773,941.24,57.55,0.200721,2030.93,133.93,86,14,1,0,0,0,0,0,PROCEED
clip_0281,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0281.wav,So there is no guarantee of price for the producer.,5.0,0.023285,0.022738,1001.7,52.13,0.208294,2078.21,104.17,51,10,0,0,0,1,0,0,PROCEED
clip_0282,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0282.wav,"the informal sector, almost 91% of the agriculture workers are informal.",5.0,0.036861,0.029498,381.79,348.31,0.157942,1731.97,117.19,72,11,0,0,0,0,0,0,PROCEED
clip_0283,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0283.wav,That means the employment is seasonal because they don't own the land.,4.51,0.029416,0.033833,684.86,370.83,0.191247,1979.24,125.0,70,12,0,0,0,0,0,0,PROCEED
clip_0284,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0284.wav,and there is no crop insurance or policy in terms of social safety net.,5.0,0.029462,0.022829,965.02,54.67,0.192171,1933.14,93.75,71,14,0,0,0,0,0,0,PROCEED
clip_0285,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0285.wav,And then the government policies is one of the key areas that has had a significant impact.,5.0,0.026061,0.026609,342.79,350.52,0.19516,2019.36,104.17,91,17,0,0,0,0,0,0,PROCEED
clip_0286,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0286.wav,impact on agriculture. Most of the deficiencies in agriculture...,5.0,0.020077,0.018458,168.86,27.51,0.22261,2174.69,117.19,65,9,0,0,0,0,0,0,PROCEED
clip_0287,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0287.wav,"of follies created by us, which could have easily been avoided. I have to...",5.0,0.024429,0.020479,382.6,288.84,0.184919,1984.0,125.0,76,14,0,0,0,0,0,0,PROCEED
clip_0288,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0288.wav,point out the position of first man in life was...,5.0,0.028274,0.02937,142.95,37.15,0.191795,1968.24,170.45,50,10,0,0,0,0,0,0,PROCEED
clip_0289,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0289.wav,"set in 2015, turns for not only the exp...",5.0,0.027601,0.02518,469.38,390.71,0.201791,1996.02,104.17,42,9,0,0,0,0,0,0,PROCEED
clip_0290,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0290.wav,agriculture crops but also in the paddy sector because paddy farmers and maize,5.0,0.034274,0.027978,305.96,311.87,0.177243,1818.81,117.19,78,13,0,0,0,0,0,0,PROCEED
clip_0291,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0291.wav,farmers didn't have the glyphosate for wheat management and you can see that the country had...,5.0,0.027034,0.022629,161.05,41.72,0.170684,1882.38,156.25,95,16,0,0,0,0,0,0,PROCEED
clip_0292,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0292.wav,"to import rice and of course the latest that everybody knows, the ban on fertilizers.",5.0,0.027596,0.020885,145.49,7.94,0.181877,1899.5,125.0,85,15,0,0,0,0,0,0,PROCEED
clip_0293,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0293.wav,"at VD sites and fungicides, already we see a decline of 20%.",5.0,0.021694,0.01999,176.73,71.52,0.203937,2099.19,117.19,60,12,0,0,0,0,0,0,PROCEED
clip_0294,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0294.wav,percent in export drops such as tape and rubber we have had a drop of what,5.0,0.026679,0.023575,387.7,364.94,0.187774,1943.5,133.93,74,16,0,0,0,0,0,0,PROCEED
clip_0295,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0295.wav,And I am sure that paddy harvest also will be impacted to us.,5.0,0.026696,0.024429,385.23,359.21,0.192756,1999.22,98.68,61,13,0,0,0,0,0,0,PROCEED
clip_0296,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0296.wav,significant amount because of these inputs that have not gone in the appropriate time.,5.0,0.028348,0.026618,983.14,49.1,0.180512,1892.88,144.23,86,14,0,0,0,0,0,0,PROCEED
clip_0297,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0297.wav,have long term erosible,5.0,0.019124,0.020514,940.93,79.04,0.209976,2124.36,170.45,23,4,0,0,0,0,0,0,PROCEED
clip_0298,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0298.wav,Then other features of the sectors. I think this was discussed,5.0,0.024071,0.023451,1998.5,6.66,0.233884,2222.21,133.93,62,11,0,0,0,0,0,0,PROCEED
clip_0299,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0299.wav,"The multiplicity of state agencies and ministries, at one time I recall for the...",5.0,0.032645,0.02952,472.68,389.36,0.216766,2095.82,133.93,82,14,0,0,0,0,0,0,PROCEED
clip_0300,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0300.wav,"We had about nine ministries, one for cashew, one for sugarcane, one for tea.",5.0,0.036204,0.026333,544.68,399.17,0.175896,1880.74,133.93,77,14,0,0,0,0,0,0,PROCEED
clip_0301,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0301.wav,"one for JDB, so this is one of the salient aspects of our industry.",5.0,0.031363,0.023532,352.44,332.27,0.207137,2061.49,93.75,67,14,0,0,0,0,0,0,PROCEED
clip_0302,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0302.wav,Then we have complex administrative and land governance systems.,5.0,0.026647,0.020763,161.34,34.47,0.198563,2018.97,144.23,64,9,0,0,0,0,0,0,PROCEED
clip_0303,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0303.wav,"operational land loss, limiting flexibility, information system.",5.0,0.024364,0.019778,171.66,28.05,0.185457,1999.32,117.19,64,7,0,0,0,0,0,0,PROCEED
clip_0304,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0304.wav,market and the farmer at the ground level doesn't know.,5.0,0.035967,0.037741,496.27,385.69,0.190237,1914.25,110.29,55,10,0,0,0,0,0,0,PROCEED
clip_0305,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0305.wav,I think we have all read about clots of vegetables at one time.,5.0,0.03071,0.027704,138.37,10.41,0.179041,1889.8,117.19,63,13,0,0,0,0,0,0,PROCEED
clip_0306,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0306.wav,allow it to rot and farmers committing suicide that is because our system is not,5.0,0.034129,0.032075,1003.22,34.66,0.180891,1876.17,144.23,80,15,0,0,0,0,0,0,PROCEED
clip_0307,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0307.wav,"to give the right information, market information to the growers on the ground, then we have",5.0,0.03165,0.025143,154.39,8.41,0.177775,1824.18,117.19,92,16,0,0,0,0,0,0,PROCEED
clip_0308,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0308.wav,"We have four infrastructure facilities for transport and storage, then we have Plethorov.",5.0,0.038146,0.034009,979.45,45.64,0.188533,1913.32,125.0,89,13,0,0,0,0,0,0,PROCEED
clip_0309,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0309.wav,most excessive regulations and controls and laws.,5.0,0.028788,0.0257,459.61,394.58,0.189574,1925.89,104.17,49,7,0,0,0,0,0,0,PROCEED
clip_0310,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0310.wav,drawn out approved protocols and some very archaic laws.,5.0,0.030467,0.025879,160.59,18.96,0.183967,1876.82,117.19,56,9,0,0,0,0,0,0,PROCEED
clip_0311,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0311.wav,"of agriculture, timing is everything. You need to do certain things at a certain time.",5.0,0.025573,0.022909,170.94,13.59,0.185307,1934.81,110.29,86,15,0,0,0,0,0,0,PROCEED
clip_0312,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0312.wav,"And if you do not do it at that time, then that exercise is useless.",5.0,0.026954,0.027347,343.1,366.71,0.1778,1884.01,110.29,68,15,0,0,0,0,0,0,PROCEED
clip_0313,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0313.wav,of examples of all these bureaucracy and the delays it entails.,5.0,0.026218,0.021897,364.11,347.99,0.184881,1974.62,110.29,63,11,0,0,0,0,0,0,PROCEED
clip_0314,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0314.wav,Of course we have archaic labour laws as explained earlier and people don't like to...,5.0,0.03199,0.027753,973.82,54.11,0.176549,1838.53,104.17,86,15,0,0,0,0,0,0,PROCEED
clip_0315,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0315.wav,to employ or engage regular workers in agriculture because agriculture has its season.,5.0,0.030134,0.024125,249.89,273.56,0.181961,1897.67,125.0,86,13,0,0,0,0,0,0,PROCEED
clip_0316,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0316.wav,functionality features of them then there are some times,5.0,0.027444,0.023867,277.77,297.16,0.201228,2016.27,125.0,56,9,0,0,0,0,0,0,PROCEED
clip_0317,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0317.wav,of the year that you have to have less work but our labour laws do not commit such a flexibility.,5.0,0.033171,0.02407,777.92,392.13,0.190896,1905.2,117.19,97,20,0,0,0,0,0,0,PROCEED
clip_0318,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0318.wav,"then political will to make unpopular decisions, classic case.",5.0,0.028401,0.020656,139.97,17.35,0.20844,2064.18,156.25,62,9,0,0,0,0,0,0,PROCEED
clip_0319,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0319.wav,"the oil path. There is much debate, but science has proved that it is not detrimental.",5.0,0.035913,0.035757,484.71,426.26,0.181526,1860.88,117.19,86,16,0,0,0,0,0,0,PROCEED
clip_0320,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0320.wav,the soil if properly cultivated. It's a very very valuable crash drop.,5.0,0.030046,0.023351,441.86,396.78,0.181215,1834.54,110.29,70,12,0,0,0,0,0,0,PROCEED
clip_0321,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0321.wav,At least 1 million rupees profit as opposed to rubber that you have to run it at a loss,5.0,0.031706,0.026719,648.11,429.47,0.172307,1820.46,170.45,87,19,0,0,0,0,0,0,PROCEED
clip_0322,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0322.wav,"So when you have profits, the industry and the people engage, and it prospers.",5.0,0.028133,0.021479,1000.25,60.85,0.208891,2031.34,133.93,78,14,0,0,0,0,0,0,PROCEED
clip_0323,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0323.wav,policy makers have to take. Accelerator...,5.0,0.02504,0.016052,148.23,31.89,0.2032,1989.4,117.19,42,6,0,0,0,0,0,0,PROCEED
clip_0324,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0324.wav,"outmigration of skilled and talented people from the industry, most of the farm",5.0,0.033747,0.031651,498.1,406.45,0.177993,1832.35,117.19,79,13,0,0,0,0,0,0,PROCEED
clip_0325,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0325.wav,"outage, age of farmers...",5.0,0.029865,0.028982,796.96,371.95,0.195555,1956.01,110.29,25,4,0,0,0,0,0,0,PROCEED
clip_0326,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0326.wav,has gone up to about 55 years according to statistics that means,5.0,0.030083,0.026785,731.04,409.58,0.185911,1865.67,144.23,64,12,0,0,0,0,0,0,PROCEED
clip_0327,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0327.wav,Young people are not coming in power. The older people are remaining,5.0,0.034211,0.027635,356.33,367.84,0.172139,1819.97,133.93,68,12,0,0,0,0,0,0,PROCEED
clip_0328,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0328.wav,"age group of 19 to 24, less than 1% in agriculture.",5.0,0.02961,0.024405,450.26,363.51,0.187046,1910.94,110.29,51,11,0,0,0,0,0,0,PROCEED
clip_0329,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0329.wav,That means agriculture is definitely not an attractive proposition for them. So that is the most...,5.0,0.024564,0.016149,146.03,11.58,0.189829,1917.47,144.23,99,16,0,0,0,0,0,0,PROCEED
clip_0330,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0330.wav,"productive and that's the age people can put their labour, because agriculture...",5.0,0.025883,0.021944,140.1,11.85,0.190053,1935.61,89.29,81,12,0,0,0,0,0,0,PROCEED
clip_0331,C:\Users\senud\Documents\FINAL YEAR RESEARCH\Voice_Dataset\clip_0331.wav,"a very labor-intensive job, but you can see that there is no attraction in agriculture for youngsters.",5.0,0.026401,0.017317,143.62,8.54,0.1979,1958.96,110.29,102,17,0,0,0,0,0,0,PROCEED
