month,region,spice,temp_c,rainfall_mm,humidity_pct,monsoon_sw_flag,monsoon_ne_flag,qty_sold_kg_4w_ma,market_price_LKR_4w_ma,rainfall_mm_4w_ma,temp_c_4w_ma
10,0,2,25.52,23.7,63.0,0.0,0.0,920.075,2878.58,65.75,25.31
10,0,2,24.73,40.0,60.3,0.0,0.0,946.425,2873.4,57.175,25.455
10,0,2,26.45,48.7,71.4,0.0,0.0,1001.4,2863.595,49.075,25.56
10,0,2,26.59,47.0,65.2,0.0,0.0,1006.25,2909.5,39.85,25.8225
10,0,2,25.85,36.7,65.4,0.0,0.0,1050.675,2986.6075,43.1,25.905
11,0,2,26.7,43.1,66.6,0.0,0.0,1051.925,3074.9375,43.875,26.3975
11,0,2,26.29,55.4,61.1,0.0,0.0,1012.525,3140.8725,45.55,26.3575
11,0,2,26.96,59.4,62.4,0.0,0.0,993.1,3148.34,48.65,26.45
11,0,2,27.1,31.0,67.6,0.0,0.0,971.8,3123.005,47.225,26.7625
12,0,2,27.68,67.0,71.9,0.0,0.2,973.775,3085.955,53.2,27.0075
12,0,2,28.09,63.4,71.6,0.0,0.2,1001.375,3079.7675,55.2,27.4575
12,0,2,29.38,49.2,67.7,0.0,0.2,991.075,3092.3225,52.65,28.0625
12,0,2,28.51,56.8,68.2,0.0,0.2,1002.525,3153.515,59.1,28.415
1,0,2,29.65,57.9,69.5,0.0,0.2,962.975,3197.4775,56.825,28.9075
1,0,2,30.03,51.2,70.5,0.0,0.2,932.375,3229.4025,53.775,29.3925
1,0,2,28.87,40.4,66.3,0.0,0.2,944.25,3238.5025,51.575,29.265
1,0,2,29.43,56.3,73.8,0.0,0.2,912.55,3186.55,51.45,29.495
1,0,2,30.98,57.9,70.9,0.0,0.2,927.85,3147.7075,51.45,29.8275
2,0,2,30.08,59.3,70.8,0.0,0.2,926.05,3113.17,53.475,29.84
2,0,2,31.85,46.8,71.5,0.0,0.2,900.175,3093.415,55.075,30.585
2,0,2,31.57,62.9,63.5,0.0,0.2,902.8,3087.74,56.725,31.12
2,0,2,30.99,51.4,66.0,0.0,0.2,898.1,3089.415,55.1,31.1225
3,0,2,31.65,48.7,67.1,0.0,0.0,904.85,3090.87,52.45,31.515
3,0,2,30.79,38.2,69.3,0.0,0.0,906.9,3100.1225,50.3,31.25
3,0,2,30.99,55.2,63.7,0.0,0.0,909.45,3147.3275,48.375,31.105
3,0,2,31.01,30.0,66.2,0.0,0.0,919.3,3197.1225,43.025,31.11
4,0,2,31.11,42.1,73.2,0.0,0.0,928.4,3266.4625,41.375,30.975
4,0,2,31.86,37.9,72.2,0.0,0.0,948.325,3337.5675,41.3,31.2425
4,0,2,30.88,39.6,66.1,0.0,0.0,959.825,3396.7625,37.4,31.215
4,0,2,30.45,37.7,70.9,0.0,0.0,941.25,3409.01,39.325,31.075
5,0,2,30.81,90.2,69.7,1.0,0.0,931.775,3376.0,51.35,31.0
5,0,2,29.45,79.6,76.0,1.0,0.0,927.85,3344.435,61.775,30.3975
5,0,2,29.24,86.5,78.2,1.0,0.0,908.825,3292.93,73.5,29.9875
5,0,2,29.81,86.7,72.7,1.0,0.0,915.65,3254.3225,85.75,29.8275
5,0,2,29.02,85.6,70.4,1.0,0.0,919.325,3216.17,84.6,29.38
6,0,2,28.9,81.0,71.2,1.0,0.0,888.875,3155.31,84.95,29.2425
6,0,2,27.89,89.5,74.4,1.0,0.0,888.175,3087.305,85.7,28.905
6,0,2,27.87,85.7,68.9,1.0,0.0,905.775,3045.875,85.45,28.42
6,0,2,26.97,75.8,71.2,1.0,0.0,872.7,3020.9975,83.0,27.9075
7,0,2,28.05,76.9,67.4,1.0,0.0,895.2,3002.77,81.975,27.695
7,0,2,27.22,95.3,77.6,1.0,0.0,918.475,2989.2325,83.425,27.5275
7,0,2,26.96,82.8,69.7,1.0,0.0,921.45,2968.395,82.7,27.3
7,0,2,26.94,76.5,75.0,1.0,0.0,945.475,2960.6575,82.875,27.2925
7,0,2,26.13,87.7,70.6,1.0,0.0,957.75,2956.8225,85.575,26.8125
8,0,2,25.26,83.6,68.8,1.0,0.0,960.275,2946.67,82.65,26.3225
8,0,2,24.97,84.5,73.3,1.0,0.0,959.175,2927.915,83.075,25.825
8,0,2,25.13,78.4,72.5,1.0,0.0,951.175,2909.315,83.55,25.3725
8,0,2,24.62,81.9,64.9,1.0,0.0,919.65,2898.7575,82.1,24.995
9,0,2,25.41,86.8,72.8,1.0,0.0,895.425,2899.6975,82.9,25.0325
9,0,2,25.57,89.5,64.6,1.0,0.0,908.925,2911.5525,84.15,25.1825
9,0,2,25.19,74.6,69.4,1.0,0.0,921.525,2916.635,83.2,25.1975
9,0,2,25.68,85.3,67.6,1.0,0.0,930.8,2918.195,84.05,25.4625
10,0,2,24.51,44.3,62.9,0.0,0.0,942.4,2914.7575,73.425,25.2375
10,0,2,25.85,35.1,60.2,0.0,0.0,928.625,2909.305,59.825,25.3075
10,0,2,26.15,39.4,63.4,0.0,0.0,957.65,2909.1075,51.025,25.5475
10,0,2,25.34,36.9,57.5,0.0,0.0,1016.775,2939.935,38.925,25.4625
10,0,2,25.84,53.2,70.6,0.0,0.0,1023.35,3000.715,41.15,25.795
11,0,2,25.22,41.9,63.9,0.0,0.0,1039.725,3079.7975,42.85,25.6375
11,0,2,26.14,24.4,62.6,0.0,0.0,1024.55,3143.9875,39.1,25.635
11,0,2,26.36,47.0,68.9,0.0,0.0,986.5,3151.0175,41.625,25.89
11,0,2,28.03,57.2,66.7,0.0,0.0,984.75,3123.845,42.625,26.4375
12,0,2,27.38,50.4,62.3,0.0,0.2,956.3,3063.82,44.75,26.9775
12,0,2,28.24,53.8,64.5,0.0,0.2,956.325,3020.62,52.1,27.5025
12,0,2,28.1,55.2,65.6,0.0,0.2,951.125,3010.5775,54.15,27.9375
12,0,2,28.36,64.9,73.4,0.0,0.2,960.05,3038.575,56.075,28.02
1,0,2,28.93,42.5,63.6,0.0,0.2,955.4,3080.535,54.1,28.4075
1,0,2,28.68,48.3,67.6,0.0,0.2,908.175,3122.84,52.725,28.5175
1,0,2,29.85,57.7,73.4,0.0,0.2,871.25,3159.67,53.35,28.955
1,0,2,30.21,44.8,64.6,0.0,0.2,811.225,3165.825,48.325,29.4175
1,0,2,30.09,51.9,66.0,0.0,0.2,809.875,3174.915,50.675,29.7075
2,0,2,30.51,65.6,68.7,0.0,0.2,845.725,3177.6875,55.0,30.165
2,0,2,30.41,64.0,77.9,0.0,0.2,869.325,3165.4575,56.575,30.305
2,0,2,31.24,53.9,68.2,0.0,0.2,900.15,3157.89,58.85,30.5625
2,0,2,31.0,60.5,70.1,0.0,0.2,901.225,3149.275,61.0,30.79
3,0,2,31.15,29.4,69.8,0.0,0.0,923.575,3156.345,51.95,30.95
3,0,2,31.43,39.5,67.3,0.0,0.0,916.475,3158.235,45.825,31.205
3,0,2,30.16,38.6,70.0,0.0,0.0,909.0,3161.7325,42.0,30.935
3,0,2,31.37,33.9,64.9,0.0,0.0,937.025,3195.0875,35.35,31.0275
4,0,2,30.76,35.3,67.5,0.0,0.0,925.375,3235.7475,36.825,30.93
4,0,2,29.88,39.9,62.8,0.0,0.0,949.175,3308.84,36.925,30.5425
4,0,2,31.41,27.8,66.9,0.0,0.0,967.825,3391.0525,34.225,30.855
4,0,2,30.75,35.1,64.8,0.0,0.0,936.525,3454.2675,34.525,30.7
4,0,2,29.86,10.7,69.3,0.0,0.0,930.25,3451.28,28.375,30.475
5,0,2,29.64,90.6,69.5,1.0,0.0,915.475,3400.845,41.05,30.415
5,0,2,29.16,77.7,80.4,1.0,0.0,905.375,3349.0375,53.525,29.8525
5,0,2,28.82,80.3,70.0,1.0,0.0,920.0,3264.5875,64.825,29.37
5,0,2,28.78,82.3,72.8,1.0,0.0,897.75,3207.6075,82.725,29.1
6,0,2,28.11,73.7,70.7,1.0,0.0,908.05,3163.2125,78.5,28.7175
6,0,2,28.62,81.9,73.4,1.0,0.0,901.575,3097.3975,79.55,28.5825
6,0,2,28.6,95.7,74.5,1.0,0.0,877.575,3036.5225,83.4,28.5275
6,0,2,27.63,89.1,66.6,1.0,0.0,873.2,2981.4925,85.1,28.24
7,0,2,26.63,86.4,60.6,1.0,0.0,864.475,2954.0525,88.275,27.87
7,0,2,27.33,90.5,78.3,1.0,0.0,843.175,2936.2475,90.425,27.5475
7,0,2,26.93,78.3,79.6,1.0,0.0,841.525,2932.745,86.075,27.13
7,0,2,26.6,76.9,68.0,1.0,0.0,864.525,2944.54,83.025,26.8725
7,0,2,26.6,79.0,68.7,1.0,0.0,842.4,2945.1725,81.175,26.865
8,0,2,25.79,78.1,67.7,1.0,0.0,875.675,2932.54,78.075,26.48
8,0,2,25.76,87.1,63.3,1.0,0.0,910.6,2914.245,80.275,26.1875
8,0,2,24.67,76.6,74.8,1.0,0.0,887.275,2892.6075,80.2,25.705
8,0,2,25.21,80.1,72.7,1.0,0.0,904.975,2871.5225,80.475,25.3575
9,0,2,25.68,66.2,68.5,1.0,0.0,921.9,2852.475,77.5,25.33
9,0,2,24.74,93.2,61.6,1.0,0.0,928.95,2842.6375,79.025,25.075
9,0,2,25.23,77.0,69.0,1.0,0.0,946.725,2833.2425,79.125,25.215
9,0,2,24.94,64.1,72.3,1.0,0.0,948.35,2829.025,75.125,25.1475
9,0,2,25.0,87.2,66.5,1.0,0.0,927.05,2842.3975,80.375,24.9775
10,0,2,25.41,44.5,67.8,0.0,0.0,928.8,2862.25,68.2,25.145
10,0,2,25.59,44.0,66.9,0.0,0.0,935.175,2877.2175,59.95,25.235
10,0,2,25.52,32.2,67.8,0.0,0.0,935.975,2885.95,51.975,25.38
10,0,2,27.01,45.5,64.3,0.0,0.0,962.75,2932.905,41.55,25.8825
11,0,2,26.31,30.4,65.1,0.0,0.0,956.325,2985.2475,38.025,26.1075
11,0,2,26.49,38.1,63.4,0.0,0.0,989.425,3052.4975,36.55,26.3325
11,0,2,26.59,62.5,67.6,0.0,0.0,977.6,3108.045,44.125,26.6
11,0,2,27.93,45.0,63.0,0.0,0.0,949.2,3111.6975,44.0,26.83
12,0,2,27.01,43.5,63.2,0.0,0.2,946.1,3098.28,47.275,27.005
12,0,2,28.39,40.5,70.7,0.0,0.2,906.025,3082.4825,47.875,27.48
12,0,2,28.66,45.1,65.0,0.0,0.2,922.425,3077.0975,43.525,27.9975
12,0,2,28.27,66.2,66.2,0.0,0.2,953.2,3070.2875,48.825,28.0825
12,0,2,29.44,60.5,67.3,0.0,0.2,985.075,3108.0425,53.075,28.69
1,0,2,29.93,57.8,71.5,0.0,0.2,962.175,3126.215,57.4,29.075
1,0,2,29.06,44.7,63.8,0.0,0.2,943.475,3137.6,57.3,29.175
1,0,2,29.28,35.5,66.9,0.0,0.2,910.325,3160.6175,49.625,29.4275
1,0,2,30.08,62.2,69.9,0.0,0.2,853.825,3143.8275,50.05,29.5875
2,0,2,30.77,40.6,62.2,0.0,0.2,861.1,3136.5625,45.75,29.7975
2,0,2,30.27,48.3,66.4,0.0,0.2,884.85,3143.85,46.65,30.1
2,0,2,31.44,46.6,72.8,0.0,0.2,868.85,3141.49,49.425,30.64
2,0,2,30.87,47.0,66.2,0.0,0.2,862.875,3149.155,45.625,30.8375
3,0,2,30.42,16.1,67.2,0.0,0.0,888.475,3153.7325,39.5,30.75
3,0,2,30.66,52.0,69.2,0.0,0.0,877.75,3141.3825,40.425,30.8475
3,0,2,31.51,23.2,65.1,0.0,0.0,875.35,3137.675,34.575,30.865
3,0,2,30.98,27.9,73.1,0.0,0.0,892.175,3159.0,29.8,30.8925
3,0,2,30.66,40.2,64.0,0.0,0.0,889.7,3201.8675,35.825,30.9525
4,0,2,30.78,43.0,67.4,0.0,0.0,893.05,3276.87,33.575,30.9825
4,0,2,30.95,54.7,70.7,0.0,0.0,911.175,3352.645,41.45,30.8425
4,0,2,30.39,35.9,67.0,0.0,0.0,915.1,3404.1425,43.45,30.695
4,0,2,30.08,36.9,66.0,0.0,0.0,916.375,3408.935,42.625,30.55
5,0,2,29.64,71.4,71.1,1.0,0.0,920.8,3381.9325,49.725,30.265
5,0,2,29.78,83.1,71.2,1.0,0.0,922.725,3370.54,56.825,29.9725
5,0,2,29.96,82.5,72.5,1.0,0.0,901.625,3328.4675,68.475,29.865
5,0,2,29.59,81.7,72.2,1.0,0.0,884.65,3296.185,79.675,29.7425
6,0,2,27.79,83.8,75.6,1.0,0.0,892.875,3251.185,82.775,29.28
6,0,2,27.78,68.1,68.1,1.0,0.0,912.925,3175.485,79.025,28.78
6,0,2,28.33,79.5,69.0,1.0,0.0,943.35,3118.7375,78.275,28.3725
6,0,2,27.83,82.4,66.5,1.0,0.0,969.625,3066.15,78.45,27.9325
6,0,2,26.98,85.0,73.2,1.0,0.0,976.575,3039.2525,78.75,27.73
7,0,2,27.01,82.6,74.0,1.0,0.0,944.075,3020.41,82.375,27.5375
7,0,2,26.8,80.5,68.6,1.0,0.0,932.525,2990.6875,82.625,27.155
7,0,2,26.8,78.1,71.2,1.0,0.0,899.525,2966.21,81.55,26.8975
7,0,2,25.52,67.9,71.1,1.0,0.0,906.35,2946.725,77.275,26.5325
8,0,2,25.84,81.1,74.3,1.0,0.0,934.8,2917.6625,76.9,26.24
8,0,2,25.73,88.8,69.7,1.0,0.0,952.35,2895.8875,78.975,25.9725
8,0,2,24.95,90.6,66.8,1.0,0.0,989.225,2888.865,82.1,25.51
8,0,2,24.95,81.6,74.6,1.0,0.0,985.0,2872.3775,85.525,25.3675
9,0,2,26.15,88.0,67.4,1.0,0.0,962.55,2867.815,87.25,25.445
9,0,2,24.97,96.0,66.8,1.0,0.0,943.025,2856.68,89.05,25.255
9,0,2,25.44,86.1,73.2,1.0,0.0,916.275,2854.155,87.925,25.3775
9,0,2,24.4,78.1,66.1,1.0,0.0,902.975,2846.1675,87.05,25.24
9,0,2,24.21,101.2,77.1,1.0,0.0,898.375,2843.4575,90.35,24.755
10,0,2,24.1,49.8,72.1,0.0,0.0,924.3,2857.61,78.8,24.5375
10,0,2,25.02,43.5,58.4,0.0,0.0,966.775,2865.86,68.15,24.4325
10,0,2,25.98,24.8,62.1,0.0,0.0,951.35,2885.0625,54.825,24.8275
10,0,2,25.48,34.6,62.3,0.0,0.0,985.275,2922.7025,38.175,25.145
1,1,2,27.51,54.8,67.3,0.0,0.4,882.7,3011.54,54.8,27.51
1,1,2,27.56,59.3,65.1,0.0,0.4,842.45,3024.175,57.05,27.535
1,1,2,27.96,66.2,62.8,0.0,0.4,844.6,3019.673333,60.1,27.67666667
1,1,2,29.76,65.2,67.4,0.0,0.4,828.35,3021.9075,61.375,28.1975
1,1,2,28.56,54.6,67.8,0.0,0.4,804.675,3036.3775,61.325,28.46
2,1,2,29.13,66.5,75.5,0.0,0.4,812.025,3039.1975,63.125,28.8525
2,1,2,29.91,56.5,67.1,0.0,0.4,801.45,3053.215,60.7,29.34
2,1,2,29.38,64.6,71.8,0.0,0.4,820.325,3072.25,60.55,29.245
2,1,2,29.85,56.4,71.6,0.0,0.4,809.675,3077.865,61.0,29.5675
3,1,2,29.89,44.8,67.1,0.0,0.0,819.675,3083.28,55.575,29.7575
3,1,2,30.38,31.8,74.9,0.0,0.0,828.55,3088.6925,49.4,29.875
3,1,2,30.3,38.3,69.8,0.0,0.0,824.65,3088.11,42.825,30.105
3,1,2,30.18,34.6,68.1,0.0,0.0,858.2,3119.4175,37.375,30.1875
4,1,2,29.9,42.5,65.4,0.0,0.0,857.875,3165.5875,36.8,30.19
4,1,2,30.21,23.9,68.5,0.0,0.0,875.725,3214.03,34.825,30.1475
4,1,2,30.05,45.4,63.9,0.0,0.0,903.1,3278.095,36.6,30.085
4,1,2,29.11,27.7,64.5,0.0,0.0,899.3,3317.04,34.875,29.8175
4,1,2,29.44,38.7,69.4,0.0,0.0,898.825,3311.5025,33.925,29.7025
5,1,2,28.78,47.0,66.3,0.5,0.0,864.0,3285.71,39.7,29.345
5,1,2,28.32,46.7,68.1,0.5,0.0,844.775,3278.71,40.025,28.9125
5,1,2,28.61,66.8,70.7,0.5,0.0,806.475,3241.7275,49.8,28.7875
5,1,2,27.63,43.4,71.4,0.5,0.0,790.325,3216.775,50.975,28.335
6,1,2,27.13,49.4,65.6,0.5,0.0,788.025,3201.5325,51.575,27.9225
6,1,2,28.07,54.2,71.4,0.5,0.0,772.3,3138.25,53.45,27.86
6,1,2,26.52,67.3,66.4,0.5,0.0,782.85,3098.575,53.575,27.3375
6,1,2,27.05,47.4,67.5,0.5,0.0,770.1,3080.635,54.575,27.1925
7,1,2,26.77,47.8,73.6,0.5,0.0,796.2,3050.0075,54.175,27.1025
7,1,2,25.11,55.7,59.2,0.5,0.0,795.55,3016.185,54.55,26.3625
7,1,2,25.2,54.0,66.4,0.5,0.0,819.325,2987.655,51.225,26.0325
7,1,2,25.24,52.7,62.9,0.5,0.0,834.2,2953.5625,52.55,25.58
7,1,2,24.67,58.6,68.0,0.5,0.0,854.1,2919.4625,55.25,25.055
8,1,2,24.63,57.7,70.5,0.5,0.0,876.0,2915.7975,55.75,24.935
8,1,2,23.66,49.9,61.7,0.5,0.0,889.05,2913.595,54.725,24.55
8,1,2,23.58,57.4,68.9,0.5,0.0,901.25,2904.9575,55.9,24.135
8,1,2,23.87,66.6,64.1,0.5,0.0,855.175,2922.8625,57.9,23.935
9,1,2,24.49,58.1,63.1,0.5,0.0,838.725,2906.71,58.0,23.9
9,1,2,23.7,66.8,67.2,0.5,0.0,810.7,2888.0625,62.225,23.91
9,1,2,23.8,53.4,66.3,0.5,0.0,800.025,2873.3325,61.225,23.965
9,1,2,24.0,48.1,60.9,0.5,0.0,821.75,2859.495,56.6,23.9975
10,1,2,24.28,58.2,68.1,0.0,0.0,837.325,2858.6225,56.625,23.945
10,1,2,24.02,51.7,65.1,0.0,0.0,824.675,2857.145,52.85,24.025
10,1,2,24.94,25.2,61.9,0.0,0.0,836.875,2867.2425,45.8,24.31
10,1,2,23.69,40.1,67.5,0.0,0.0,846.45,2874.1325,43.8,24.2325
10,1,2,25.19,42.6,61.5,0.0,0.0,853.2,2917.9125,39.9,24.46
11,1,2,24.58,34.1,60.6,0.0,0.0,879.15,2989.6425,35.5,24.6
11,1,2,24.96,54.0,66.0,0.0,0.0,871.725,3091.3,42.7,24.605
11,1,2,25.5,63.6,65.3,0.0,0.0,859.2,3176.975,48.575,25.0575
11,1,2,27.2,49.6,67.0,0.0,0.0,840.725,3210.5475,50.325,25.56
12,1,2,25.89,53.7,55.1,0.0,0.4,846.675,3208.2775,55.225,25.8875
12,1,2,26.24,62.3,68.0,0.0,0.4,845.375,3166.7875,57.3,26.2075
12,1,2,26.51,69.1,65.7,0.0,0.4,874.625,3116.21,58.675,26.46
12,1,2,27.7,50.0,69.5,0.0,0.4,873.975,3115.33,58.775,26.585
12,1,2,28.21,45.0,67.9,0.0,0.4,880.025,3141.49,56.6,27.165
1,1,2,27.84,50.3,67.0,0.0,0.4,883.725,3172.8025,53.6,27.565
1,1,2,28.9,45.2,71.7,0.0,0.4,840.025,3215.6175,47.625,28.1625
1,1,2,28.76,48.7,69.5,0.0,0.4,831.625,3235.95,47.3,28.4275
1,1,2,29.87,72.4,64.8,0.0,0.4,814.6,3237.23,54.15,28.8425
2,1,2,29.06,32.0,68.5,0.0,0.4,822.975,3234.49,49.575,29.1475
2,1,2,29.68,44.6,65.2,0.0,0.4,840.575,3232.45,49.425,29.3425
2,1,2,30.42,45.9,71.3,0.0,0.4,847.05,3226.07,48.725,29.7575
2,1,2,29.87,58.3,71.6,0.0,0.4,836.625,3222.6725,45.2,29.7575
3,1,2,30.64,29.5,67.6,0.0,0.0,815.9,3213.81,44.575,30.1525
3,1,2,30.47,38.8,66.5,0.0,0.0,804.8,3204.8325,43.125,30.35
3,1,2,29.79,30.5,63.2,0.0,0.0,807.775,3185.8625,39.275,30.1925
3,1,2,30.48,30.6,64.7,0.0,0.0,831.925,3199.385,32.35,30.345
4,1,2,29.42,42.3,74.5,0.0,0.0,846.6,3237.0975,35.55,30.04
4,1,2,31.12,43.7,61.4,0.0,0.0,862.85,3284.365,36.775,30.2025
4,1,2,29.06,47.8,63.5,0.0,0.0,893.0,3338.4725,41.1,30.02
4,1,2,28.47,38.5,66.4,0.0,0.0,880.875,3367.49,43.075,29.5175
4,1,2,28.73,39.2,65.1,0.0,0.0,879.625,3350.4525,42.3,29.345
5,1,2,29.12,67.0,68.7,0.5,0.0,863.275,3316.165,48.125,28.845
5,1,2,28.34,62.8,74.8,0.5,0.0,838.475,3308.5225,51.875,28.665
5,1,2,27.9,64.4,72.3,0.5,0.0,828.1,3265.415,58.35,28.5225
5,1,2,28.89,55.3,70.1,0.5,0.0,812.65,3245.385,62.375,28.5625
6,1,2,28.08,60.0,55.3,0.5,0.0,798.05,3224.6975,60.625,28.3025
6,1,2,27.11,62.8,72.2,0.5,0.0,793.95,3153.865,60.625,27.995
6,1,2,27.75,44.9,66.6,0.5,0.0,805.225,3101.645,55.75,27.9575
6,1,2,27.18,64.6,73.7,0.5,0.0,813.075,3053.715,58.075,27.53
7,1,2,25.89,48.7,66.2,0.5,0.0,826.175,3006.9225,55.25,26.9825
7,1,2,25.63,61.8,68.0,0.5,0.0,823.925,2977.5575,55.0,26.6125
7,1,2,24.83,62.1,59.3,0.5,0.0,823.4,2936.0625,59.3,25.8825
7,1,2,25.07,58.3,61.6,0.5,0.0,846.725,2912.475,57.725,25.355
7,1,2,25.13,42.5,68.1,0.5,0.0,869.15,2896.3425,56.175,25.165
8,1,2,25.31,69.1,62.5,0.5,0.0,864.4,2894.3675,58.0,25.085
8,1,2,24.46,68.0,77.3,0.5,0.0,867.875,2906.445,59.475,24.9925
8,1,2,24.14,62.2,69.9,0.5,0.0,839.775,2906.7025,60.45,24.76
8,1,2,24.52,60.5,67.8,0.5,0.0,835.5,2912.0175,64.95,24.6075
9,1,2,23.31,49.3,58.7,0.5,0.0,853.375,2901.76,60.0,24.1075
9,1,2,23.61,57.6,58.4,0.5,0.0,839.15,2884.575,57.4,23.895
9,1,2,24.34,64.1,66.5,0.5,0.0,835.675,2870.4475,57.875,23.945
9,1,2,24.28,54.2,65.2,0.5,0.0,828.6,2858.7975,56.3,23.885
9,1,2,24.11,61.0,69.7,0.5,0.0,820.875,2860.2225,59.225,24.085
10,1,2,24.86,47.9,66.8,0.0,0.0,850.675,2872.065,56.8,24.3975
10,1,2,24.37,45.1,67.4,0.0,0.0,882.85,2883.745,52.05,24.405
10,1,2,24.34,36.4,58.8,0.0,0.0,904.175,2899.47,47.6,24.42
10,1,2,24.88,53.4,67.4,0.0,0.0,911.4,2944.1525,45.7,24.6125
11,1,2,24.93,48.4,65.6,0.0,0.0,903.175,3015.555,45.825,24.63
11,1,2,25.21,53.1,68.3,0.0,0.0,907.275,3095.1675,47.825,24.84
11,1,2,25.5,31.5,57.9,0.0,0.0,889.65,3145.9875,46.6,25.13
11,1,2,26.0,55.8,60.9,0.0,0.0,915.25,3150.23,47.2,25.41
12,1,2,25.59,43.0,65.7,0.0,0.4,927.55,3129.7875,45.85,25.575
12,1,2,26.62,64.0,71.6,0.0,0.4,911.375,3092.605,48.575,25.9275
12,1,2,27.59,49.3,63.4,0.0,0.4,932.675,3079.755,53.025,26.45
12,1,2,26.65,61.0,72.1,0.0,0.4,903.725,3082.735,54.325,26.6125
12,1,2,27.85,70.8,72.6,0.0,0.4,905.0,3118.23,61.275,27.1775
1,1,2,27.03,66.2,68.2,0.0,0.4,904.4,3142.045,61.825,27.28
1,1,2,27.82,77.5,66.6,0.0,0.4,873.55,3162.7275,68.875,27.3375
1,1,2,28.63,61.4,67.1,0.0,0.4,862.825,3165.57,68.975,27.8325
1,1,2,29.67,46.4,63.8,0.0,0.4,815.7,3137.25,62.875,28.2875
2,1,2,29.14,45.8,69.2,0.0,0.4,805.325,3117.335,57.775,28.815
2,1,2,30.17,53.2,69.5,0.0,0.4,806.525,3098.045,51.7,29.4025
2,1,2,29.34,67.8,70.6,0.0,0.4,813.425,3106.6075,53.3,29.58
2,1,2,29.73,60.2,70.7,0.0,0.4,845.15,3116.885,56.75,29.595
3,1,2,29.76,43.2,76.0,0.0,0.0,820.425,3135.7475,56.1,29.75
3,1,2,30.49,53.4,75.6,0.0,0.0,835.825,3154.945,56.15,29.83
3,1,2,29.87,41.1,70.4,0.0,0.0,842.325,3157.37,49.475,29.9625
3,1,2,29.66,36.0,65.7,0.0,0.0,855.95,3178.5775,43.425,29.945
3,1,2,29.6,29.6,63.9,0.0,0.0,880.475,3231.795,40.025,29.905
4,1,2,29.4,53.6,70.7,0.0,0.0,866.8,3313.93,40.075,29.6325
4,1,2,29.39,37.9,62.6,0.0,0.0,853.175,3409.5225,39.275,29.5125
4,1,2,29.2,29.8,67.2,0.0,0.0,850.225,3469.9225,37.725,29.3975
4,1,2,29.57,39.1,65.5,0.0,0.0,844.525,3466.32,40.1,29.39
5,1,2,29.61,64.4,75.7,0.5,0.0,844.225,3409.045,42.8,29.4425
5,1,2,28.58,56.6,66.3,0.5,0.0,869.925,3345.975,47.475,29.24
5,1,2,28.53,57.8,70.6,0.5,0.0,811.9,3273.8325,54.475,29.0725
5,1,2,28.75,55.4,70.2,0.5,0.0,812.225,3221.6775,58.55,28.8675
6,1,2,28.86,58.5,61.9,0.5,0.0,803.575,3191.0175,57.075,28.68
6,1,2,26.6,44.8,66.5,0.5,0.0,766.525,3146.2825,54.125,28.185
6,1,2,26.94,66.8,67.4,0.5,0.0,783.8,3119.49,56.375,27.7875
6,1,2,26.75,50.0,69.5,0.5,0.0,766.2,3091.5075,55.025,27.2875
6,1,2,26.01,57.3,73.6,0.5,0.0,760.775,3059.435,54.725,26.575
7,1,2,26.51,46.8,64.3,0.5,0.0,785.075,3023.145,55.225,26.5525
7,1,2,25.36,52.6,64.2,0.5,0.0,829.0,2979.8125,51.675,26.1575
7,1,2,25.24,56.0,65.1,0.5,0.0,832.4,2942.5125,53.175,25.78
7,1,2,25.13,59.5,65.2,0.5,0.0,847.8,2909.2825,53.725,25.56
8,1,2,24.19,40.6,65.8,0.5,0.0,821.6,2893.6875,52.175,24.98
8,1,2,25.08,56.1,66.9,0.5,0.0,796.7,2882.2375,53.05,24.91
8,1,2,24.29,67.1,69.3,0.5,0.0,823.825,2885.2675,55.825,24.6725
8,1,2,24.77,58.2,61.4,0.5,0.0,833.025,2890.1925,55.5,24.5825
8,1,2,24.15,60.1,68.0,0.5,0.0,873.175,2882.07,60.375,24.5725
9,1,2,24.83,60.4,65.7,0.5,0.0,883.425,2874.1775,61.45,24.51
9,1,2,24.12,60.1,66.0,0.5,0.0,856.925,2865.29,59.7,24.4675
9,1,2,24.37,52.0,67.4,0.5,0.0,851.45,2857.375,58.15,24.3675
9,1,2,24.4,68.1,63.3,0.5,0.0,811.45,2863.6025,60.15,24.43
10,1,2,23.93,40.0,66.4,0.0,0.0,837.825,2871.7625,55.05,24.205
10,1,2,23.9,45.6,65.3,0.0,0.0,855.1,2880.44,51.425,24.15
10,1,2,23.48,44.3,65.0,0.0,0.0,877.25,2886.4325,49.5,23.9275
10,1,2,24.55,36.0,67.4,0.0,0.0,906.0,2928.89,41.475,23.965
11,1,2,24.47,56.0,66.7,0.0,0.0,895.325,2991.9475,45.475,24.1
11,1,2,24.53,35.8,60.3,0.0,0.0,947.55,3068.9375,43.025,24.2575
11,1,2,25.31,38.8,69.0,0.0,0.0,933.925,3127.59,41.65,24.715
11,1,2,26.0,31.5,58.8,0.0,0.0,919.45,3130.7875,40.525,25.0775
11,1,2,26.29,29.7,57.7,0.0,0.0,916.525,3120.2325,33.95,25.5325
12,1,2,26.76,64.4,67.7,0.0,0.4,882.65,3091.8275,41.1,26.09
